10000
37 43 36 42 0 1 6
36 34 33 31 0 0 -2
37 38 35 36 0 0 1
42 40 37 40 0 1 3
34 36 34 36 0 0 2
38 40 36 38 0 1 2
34 35 33 35 0 1 2
42 37 39 36 1 1 -3
37 35 36 34 0 0 -2
33 34 30 31 0 0 1
32 32 31 31 0 1 0
36 38 35 37 0 0 2
30 30 30 30 0 0 0
40 43 38 41 0 0 3
45 47 44 46 0 1 2
33 34 31 34 0 1 3
38 40 37 39 0 0 2
39 43 37 41 0 1 4
38 38 35 35 0 0 0
34 34 33 33 0 0 0
45 47 44 47 0 1 3
44 45 42 43 0 0 1
28 30 27 29 0 0 2
44 42 41 42 0 1 1
37 36 33 32 0 0 -1
53 52 51 52 0 1 1
35 34 34 33 0 0 -1
35 37 32 33 1 0 1
31 30 28 30 0 1 2
44 40 40 37 0 1 -3
40 37 37 37 1 1 0
40 43 39 42 0 0 3
37 38 37 38 0 0 1
35 39 33 37 0 0 4
27 26 24 23 0 0 -1
39 42 39 42 0 0 3
42 42 40 42 0 1 2
42 42 41 41 0 0 0
35 36 35 36 0 0 1
44 44 39 42 0 1 3
36 35 35 34 0 0 -1
38 37 37 36 0 0 -1
41 43 40 42 0 0 2
35 38 35 38 0 0 3
42 45 41 44 0 0 3
36 39 33 36 0 1 3
42 45 39 42 0 0 3
35 37 35 37 0 0 2
28 36 27 35 0 0 8
46 50 45 50 0 1 5
41 44 41 44 0 0 3
32 36 31 35 0 0 4
37 39 35 37 0 0 2
40 41 38 39 0 0 1
42 43 39 40 0 0 1
30 28 30 28 0 0 -2
37 38 36 37 0 0 1
42 41 40 39 0 0 -1
35 41 30 36 0 0 6
39 40 37 38 0 0 1
37 35 32 32 0 1 0
45 43 40 43 1 1 3
32 34 31 33 0 0 2
29 32 27 30 0 0 3
45 42 43 40 0 0 -3
40 40 35 35 0 0 0
36 42 33 39 0 0 6
29 30 26 30 0 1 4
40 41 37 41 0 1 4
42 39 39 36 0 0 -3
36 34 33 34 0 1 1
29 29 26 28 0 1 2
34 35 33 34 0 0 1
36 36 35 35 0 0 0
43 44 42 43 0 0 1
32 32 31 31 0 0 0
36 40 36 40 1 1 4
31 29 30 28 0 0 -2
38 39 38 39 0 0 1
36 40 36 40 0 1 4
24 26 23 25 0 0 2
39 36 36 33 0 0 -3
42 41 41 40 0 0 -1
37 38 36 37 0 0 1
34 32 31 29 0 0 -2
32 32 31 32 0 1 1
41 41 37 37 0 1 0
32 30 31 29 0 0 -2
21 24 20 23 0 0 3
34 40 29 35 0 0 6
37 36 33 35 0 1 2
43 45 40 42 0 0 2
32 36 29 36 0 1 7
44 47 44 47 0 0 3
33 34 31 32 0 0 1
43 39 41 39 0 1 -2
47 46 45 44 0 0 -1
40 40 35 35 0 0 0
42 42 42 42 1 1 0
33 35 32 34 0 0 2
